가맹점명,서울페이앱분류업종,자치구명,기본주소
헤어유,뷰티/미용,강서구,"서울 강서구 화곡로13길 18,"
한끼상점,음식점,구로구,"서울 구로구 연동로 197,"
CU 방학도깨비점,마트/슈퍼마켓,도봉구,"서울 도봉구 도당로 81,"
매일봄카페,음식점,송파구,서울특별시 송파구 충민로 66
로이븐 필라테스,레저/스포츠,송파구,서울특별시 송파구 삼전로7길 5
EMC보습학원,교육/서점,송파구,서울  송파구  방이1동
수유 왕족발 보쌈,음식점,강북구,서울특별시 강북구 도봉로71가길 4
한양슈퍼,마트/슈퍼마켓,중랑구,서울 중랑구 봉화산로30길 7
인연합치과,병원/약국,노원구,"서울 노원구 동일로 1669,"
락휴코인노래연습장 이수점,기타,동작구,서울특별시 동작구 동작대로27길 16-5
협동조합학습공동체 아카데미쿱,컨설팅,광진구,"서울 광진구 영화사로7길 50,"
냐항인상일,음식점,강동구,서울특별시 강동구 구천면로100길 11
풍림아이원 세탁소,생활,성북구,"서울 성북구 솔샘로25길 20,"
루체헤어,뷰티/미용,강남구,서울특별시 강남구 선릉로132길 35
하루헤어,뷰티/미용,중랑구,"서울 중랑구 봉화산로 70,"
족발야시장,음식점,성북구,서울특별시 성북구 보문로34길 35
뮤엠헤더영어교습소,교육/서점,영등포구,"서울 영등포구 당산로44길 3,"
에이치앤케이수학교습소,교육/서점,은평구,"서울 은평구 백련산로 36 ,"
튼튼영어 마스터클럽 돈암학원,교육/서점,성북구,"서울 성북구 성북로4길 52,"
카페 프라터 (CAFE PRATER),음식점,서대문구,서울특별시 서대문구 독립문로8길 54
송파 수학의 힘 학원,교육/서점,송파구,서울특별시 송파구 송파대로37길 74
켈스영어교습소,교육/서점,마포구,"서울 마포구 방울내로 54-1,"
비젼식당,음식점,노원구,"서울 노원구 공릉로58나길 14,"
주식회사 테라피티 명일점,레저/스포츠,강동구,서울특별시 강동구 양재대로145길 6
만리기획,레저/스포츠,용산구,"서울 용산구 효창원로 270,"
논리와 수학학원,교육/서점,성북구,서울특별시 성북구 동소문로 36
우리세탁,생활,은평구,서울특별시 은평구 응암로 263
조마루뼈다귀전문점,음식점,성북구,서울  성북구  석관1동
세븐일레븐 양평까뮤스퀘어점,마트/슈퍼마켓,영등포구,"서울 영등포구 양평로30길 14,"
이마트24 강서화곡마을점,마트/슈퍼마켓,강서구,서울특별시 강서구 등촌로13바길 98
뮤헤어,뷰티/미용,중구,서울  중구  신당1동
삼성베스트내과의원,병원/약국,동대문구,서울특별시 동대문구 답십리로 9
장원,음식점,용산구,"서울 용산구 원효로19길 34,"
(주)오디푸드시스템 오발탄 대치점,음식점,강남구,서울특별시 강남구 도곡로93길 7
엠퍼스트수학교습소,교육/서점,마포구,서울특별시 마포구 숭문길 58
하이꼬꼬 가재울점,음식점,서대문구,서울특별시 서대문구 가재울미래로 2
고향맛김치,마트/슈퍼마켓,양천구,서울특별시 양천구 곰달래로13길 8
소이클리닉수학교습소,교육/서점,강남구,서울특별시 강남구 선릉로66길 8
미 (美)쁘다한복맞춤대여,의류/직물,광진구,서울특별시 광진구 자양로 219
모닝아이안경원,패션/잡화,광진구,서울 광진구 뚝섬로 621
주식회사 두림학원,교육/서점,송파구,서울특별시 송파구 석촌호수로 108
엣지브라운 왕십리점,제과점/커피,성동구,서울특별시 성동구 왕십리로 410
키치클럽,음식점,강남구,"서울 강남구 논현로24길 21,"
돼기업식당,음식점,강동구,서울특별시 강동구 성내로3길 16-9
프롬미 주식회사,레저/스포츠,성북구,서울특별시 성북구 동소문로 6
비스트로 딤섬,음식점,금천구,서울특별시 금천구 시흥대로 291
고양진김치찌개 당산점,음식점,영등포구,서울특별시 영등포구 당산로49길 27
제주은희네해장국 강동길동점,음식점,강동구,서울특별시 강동구 천호대로 1125
야인통닭,음식점,도봉구,"서울 도봉구 방학로5길 4,"
버지니아,음식점,서초구,"서울 서초구 서초중앙로28길 6,"
에이치스타일헤어,뷰티/미용,송파구,서울특별시 송파구 가락로 82
지에스(GS)25 마포더클래시점,마트/슈퍼마켓,마포구,서울특별시 마포구 신촌로28길 50
금천연세정형외과,병원/약국,금천구,서울 금천구 금하로 724-1
화미 해오름점,음식점,성북구,서울특별시 성북구 성북로4길 52
씨유(CU) 구일퀸즈파크점,마트/슈퍼마켓,구로구,서울특별시 구로구 구일로 130
씨유공덕푸르지오점,마트/슈퍼마켓,마포구,서울 마포구 마포대로
이마트24 양평루아점,마트/슈퍼마켓,영등포구,서울특별시 영등포구 양평로28아길 12
팰리스커피,제과점/커피,송파구,서울특별시 송파구 올림픽로 145
코스코세일,의류/직물,강북구,"서울 강북구 오현로4길 13,"
태백숯불갈비,음식점,강북구,서울  강북구  한천로  1072
수리초중수학교습소,교육/서점,서초구,"서울 서초구 신반포로 205,"
윤이불닭발,음식점,성북구,서울특별시 성북구 한천로 586
간이역,음식점,중랑구,서울특별시 중랑구 봉화산로48길 62
하나약국,병원/약국,도봉구,서울 도봉구 마들로 699
블레싱피아노 음악교습소,교육/서점,강동구,서울특별시 강동구 올림픽로91길 30
시장바구니,식품,중랑구,"서울 중랑구 망우로 280,"
채움학원,교육/서점,강서구,서울특별시 강서구 등촌로51가길 67
그린스포츠,의류/직물,강서구,"서울 강서구 강서로39길 17,"
모아한의원,병원/약국,강동구,서울특별시 강동구 구천면로24길 20-29
새마을구판장,마트/슈퍼마켓,동대문구,서울특별시 동대문구 사가정로25길 62
이화향기음악교습소,교육/서점,노원구,"서울 노원구 공릉로34길 38,"
키즈쑥쑥소아청소년과의원,병원/약국,성북구,서울  성북구  정릉동
박과장의조은회사,음식점,광진구,서울특별시 광진구 아차산로 345
GS25연대북문점,마트/슈퍼마켓,서대문구,"서울 서대문구 연희로26가길 2,"
충무약국,병원/약국,중구,서울특별시 중구 충무로 3
엄마손칼국수바지락칼국수,음식점,송파구,서울  송파구  동남로6길
안지현헤어,뷰티/미용,강동구,서울특별시 강동구 고덕로61길 35
그레이스케일,음식점,강남구,서울특별시 강남구 강남대로102길 38
시네마안경콘택트,패션/잡화,서초구,서울 서초구 동산로19길 1
떡고을,식품,광진구,서울  광진구  광장동
도나도나,음식점,노원구,"서울 노원구 동일로 1393,"
은결살롱,뷰티/미용,동작구,서울특별시 동작구 양녕로 188
파리바게트 서울대녹두점,제과점/커피,관악구,서울특별시 관악구 대학길 17
여기가좋겠네,음식점,동대문구,"서울 동대문구 회기로21길 25,"
초초베이크솝(ChoCho Bakeshop),음식점,서초구,"서울 서초구 효령로49길 19,"
호원당떡집,제과점/커피,광진구,서울  광진구  노유1동
신전떡볶이,음식점,성동구,서울특별시 성동구 장터길 20
그루스터디카페 독산역센터,교육/서점,금천구,서울특별시 금천구 벚꽃로 104
밤스밤스,음식점,서대문구,서울특별시 서대문구 연희맛로 24
씨유(CU) 상봉두꺼비점,마트/슈퍼마켓,중랑구,서울특별시 중랑구 봉우재로28길 33
브레드 디,제과점/커피,중구,"서울 중구 다산로42길 57,"
강남연세치과의원,병원/약국,강남구,"서울 강남구 선릉로 30,"
퍼시픽스포츠그룹 강서점,교육/서점,강서구,서울특별시 강서구 공항대로41길 34
북아현로69.초밥,음식점,서대문구,서울특별시 서대문구 북아현로 69
이음ABA아동발달연구소,교육/서점,송파구,서울특별시 송파구 송파대로 111
동창상회,마트/슈퍼마켓,중랑구,서울 중랑구 면목로95길 23
이몬드어학원,교육/서점,마포구,서울특별시 마포구 월드컵로36길 50
연세란치과,병원/약국,성북구,"서울 성북구 동소문로 3-1,"
우리성형외과,병원/약국,강남구,"서울 강남구 테헤란로 312,"
연타발 선릉점,음식점,강남구,"서울 강남구 테헤란로 428,"
메르시뤼탱,음식점,서초구,서울특별시 서초구 동광로12가길 12
오티움 로스터리 (Otium Rostery),음식점,동작구,서울특별시 동작구 양녕로 279
지호한방삼계탕도봉구청점,음식점,도봉구,서울특별시 도봉구 마들로 649-20
정소아과의원,병원/약국,강북구,"서울 강북구 오패산로52길 39,"
경희오늘한의원,병원/약국,노원구,서울특별시 노원구 동일로 1366
이화여대종합사회복지관,기타,서대문구,"서울 서대문구 이화여대길 52,"
중부물산,식품,중구,서울특별시 중구 을지로32길 34
비에이치씨(bhc)길음뉴타운점,음식점,성북구,서울특별시 성북구 삼양로 66
메가엠지씨커피 미아롯데점,제과점/커피,강북구,서울특별시 강북구 도봉로10길 38
아빠가만들어준강정,식품,강동구,서울  강동구  암사1동
제이린영어학원,교육/서점,은평구,"서울 은평구 갈현로 270,"
제이바이네일,뷰티/미용,강서구,서울특별시 강서구 우장산로2길 45
황금코다리 상계역점,음식점,노원구,서울특별시 노원구 덕릉로83길 6
용인대 우리태권도장,교육/서점,도봉구,서울특별시 도봉구 도당로13길 44
아이.모아나,뷰티/미용,금천구,"서울 금천구 시흥대로 291,"
용차이,음식점,동작구,서울특별시 동작구 사당로30길 56
고봉민김밥,음식점,동대문구,"서울 동대문구 장안벚꽃로 107,"
컴포즈커피 서울대입구역1호점,제과점/커피,관악구,서울특별시 관악구 봉천로 456 1층102호
델리뉴스,음식점,용산구,"서울 용산구 청파로 74,"
한사랑치과의원,병원/약국,강남구,서울 강남구 개포로 224
진영미용실,뷰티/미용,중구,서울 중구 남대문로9길 52
어머니밥상,음식점,마포구,"서울 마포구 도화4길 27,"
특허떡볶이화곡싸롱,음식점,강서구,"서울 강서구 까치산로 42,"
영등포다목적배드민턴체육관,레저/스포츠,영등포구,서울특별시 영등포구 여의대방로 211
유명한 떡볶이 튀김,음식점,은평구,"서울 은평구 진관3로 15-45,"
이구선생생선구이,음식점,노원구,서울 노원구 노해로81길 6
이정형외과의원,병원/약국,동작구,"서울 동작구 보라매로3길 29,"
기찻길풍경(야채곱창),음식점,노원구,서울특별시 노원구 공릉로39길 21
짚신매운갈비찜,음식점,강북구,"서울 강북구 월계로7나길 30-9,"
세븐일레븐 중곡양지점,마트/슈퍼마켓,광진구,서울특별시 광진구 동일로64길 9
플러스할인마트,마트/슈퍼마켓,관악구,서울특별시 관악구 신림동5나길 5
바다 양푼이 동태탕 증산점,음식점,은평구,서울특별시 은평구 증산로9길 6-3
피자마루 해방촌점,음식점,용산구,서울특별시 용산구 소월로20길 36
정명치과,병원/약국,구로구,"서울 구로구 개봉로20길 6,"
더짐(THE GYM),레저/스포츠,마포구,서울특별시 마포구 월드컵북로 236
연신내사암한의원,병원/약국,은평구,서울특별시 은평구 연서로 268
청과물직판장,식품,성동구,"서울 성동구 금호로 164,"
더먹자,음식점,용산구,서울특별시 용산구 새창로 114-1
살롱라피네,뷰티/미용,구로구,"서울 구로구 고척로31길 6,"
던에드워드페인트강서점,기타,강서구,"서울 강서구 공항대로81길 9,"
연세하이치과의원,병원/약국,서대문구,서울특별시 서대문구 홍은중앙로3길 9
베럴라이프(Better Life),반려동물,용산구,서울특별시 용산구 이태원로 143-7
리홈쿠첸  노원서비스,가전,노원구,"서울 노원구 동일로 1054,"
레인보우키즈놀이학원,교육/서점,중랑구,서울특별시 중랑구 봉우재로 205
섬진강추어탕,음식점,은평구,서울 은평구 연서로34길 8
소문난식당,음식점,구로구,"서울 구로구 경인로47길 122,"
GS25 역삼스타점,마트/슈퍼마켓,강남구,서울 강남구 논현로85길 5
알찬밥집,음식점,마포구,서울특별시 마포구 홍익로2길 16
북촌 가마솥 순두부,음식점,종로구,서울특별시 종로구 인사동5길 4
아이스N스낵창고,마트/슈퍼마켓,동작구,서울특별시 동작구 상도로34길 74
유니팝은평상림마을센터미술교습소,교육/서점,은평구,"서울 은평구 진관4로 17,"
